,REFCODE,Habit,Solvent,SMILES
592,AFUPEW,prism,acetone,COC(=O)c1ccc(cc1)N1C(O)C2=C(CCCC2)S1=O
593,AFUPIA,plate,acetone,COC(=O)c1ccc(cc1)N1C(O)C(=C(C)S1(=O)=O)C
594,AFUPOG,prism,acetone,COC(=O)c1ccc(cc1)N1C(OO)C(=C(C)S1(=O)=O)C
602,AFUTIF,plate,methanol,COC(=O)C(c1ccc2ccccc2c1)=C1C(=O)OC(C)(C)OC1=O
608,AFUXII,block,ethyl acetate,CCOC(=O)C=CC1=C(C=Nc2ccc(cc2)N(C)C)N(c2ccccc12)S(=O)(=O)c1ccccc1
612,AFUYIJ,block,acetone,COc1cc(OC)nc(N)n1
613,AFUYOP,needle,methanol,C(Nc1nc(OCc2ccccc2)cc(OCc2ccccc2)n1)c1ccccc1
627,AGAJOI,block,ethanol,Cc1c(C)c(N=Cc2ccccn2)c(C)c(C)c1N=Cc1ccccn1
628,AGAJUN,prism,cyclohexane,CC(=O)OCc1c(Sc2ccccc2)c(COC(C)=O)c(Sc2ccccc2)c(COC(C)=O)c1Sc1ccccc1
630,AGAKUP01,prism,acetone,S=C1Nc2ccccc2C2=Nc3ccccc3N12
635,AGAVUC,block,ethanol,COC(=O)C1=COC2OC3OC45CC3C2C1C4C(C)(C)C5O
636,AGAZEP,prism,methanol,CC1=C(N=C(S1)N1CCOCC1)c1cc(Br)ccc1O
638,AGEGOK,block,benzene,COC(=O)NP(=O)(OC)OC
643,AGEQOS,prism,methanol,CC1C2CC3=C(C=CO3)C3C2C(OC3=O)C(OC(C)=O)C(=O)C(C)(C)CCC1=O
648,AGESEK,prism,ethyl acetate,OCC12COC(C1O)C(O2)C1=CN=CO1
652,AGEXIU,prism,benzene,OC12C3C4CC5C6C4C1C6C1(OCCCN21)C35
655,AGICOL,block,methanol,CCC(NNc1ccccc1)=C1C(=NN(C1=O)c1ccccc1)C
656,AGICUR,block,methanol,CCCC(NNc1ccccc1)=C1C(=NN(C1=O)c1ccccc1)C
657,AGIDUQ,prism,methanol,Oc1c(F)c(c(O)c(F)c1P(=O)(c1ccccc1)c1ccccc1)P(=O)(c1ccccc1)c1ccccc1
658,AGIFAY,prism,methanol,CC(C)P(=O)(C(C)C)c1c(O)c(F)c(c(O)c1F)P(=O)(C(C)C)C(C)C
659,AGIFUS,prism,hexane,CN(C)P(=O[Li](O=P(N(C)C)(N(C)C)N(C)C)N1C(=CC(=N[Si]1(C)C)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)(N(C)C)N(C)C
666,AGIVES,block,toluene,CC(C)N(C(C)C)P(=O)(C1c2ccccc2c2ccccc12)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12[CH]35%15[BH]47%148
670,AGIYUL,needle,toluene,C[Si](C)(C1=CSC(S1)=C1SC=CS1)[Si](C)(C)C1=CSC(S1)=C1SC=CS1
675,AGOKOW01,prism,ethanol,CC1=NN=C(SSC2=NN=C(C)S2)S1
676,AGOLAJ,block,ethanol,CC1=NN(C(=O)c2ccccc12)c1cccc2cccnc12
677,AGOLEN,block,ethanol,CC1C(C(C=O)C(C(C)C1=O)c1ccccc1Cl)c1ccccc1Cl
682,AGOMIS,prism,ethanol,O=C1CCc2ccc(CCC(=O)C=C1)cc2
683,AGOMOA,block,acetonitrile,Cc1cc(ccc1O)C(=O)c1ccccc1
684,AGONAN,block,diethyl ether,CC1CC(Nc2ccccc2C)OC(C)O1
685,AGOQUK,block,methanol,CN1CC2C(=O)C3(C1)C(C1CCCN1C13C(=O)c3ccccc3C21O)c1ccc(C)cc1
686,AGOSAS,block,diethyl ether,CC1CC(Nc2ccc(Br)cc2)OC(C)O1
688,AGOTIZ,plate,acetonitrile,Cc1cc(CO)c(O)c(Cc2cc(C)cc(CO)c2O)c1
690,AGUBAI,block,hexane,COC(=O)C(=O)c1ccccc1N1C(C)CCC1C
691,AGUCIP,block,benzene,CC(C)(C)[Si](C(C)(C)C)(C(C)(C)C)[Si]1(CC1)[Si]1(CC1)[Si](C(C)(C)C)(C(C)(C)C)C(C)(C)C
692,AGUQAU,prism,hexane,CC(OC(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1)(C(C=C)c1ccccc1)c1ccccc1
697,AGUREZ,prism,hexane,CC1(C)OCC(O1)(C1CCCC=C1)c1ccccc1
699,AGUWUU01,needle,ethyl acetate,COC1OC(C2OC(C)(C)OC12)C1(COC(=O)N1)C(N)=O
701,AHADOE,block,ethyl acetate,COc1cccc(c1)C(CC(=O)c1cccc[n+]1[O-])CN(=O)=O
708,AHANOM,prism,diethyl ether,CC1(C)N=C(OC1=O)C(C)(C)N1C(=O)c2ccccc2C1=O
709,AHANUS,prism,methanol,COC(=O)c1ccccc1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)OOC(C)(C)C
710,AHAPEG01,block,acetonitrile,COc1cc(ccc1C=C(C#N)C#N)N(c1ccccc1)c1ccccc1
720,AHEDOH,plate,methanol,CC(=O)OCC1OC(Oc2cc(c(cc2OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)N(=O)=O)N(=O)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
721,AHEFEY,block,toluene,CC(C)(C)c1cc(c(SN=S=N)c(c1)C(C)(C)C)C(C)(C)C
728,AHEGUP,plate,ethanol,Cc1cccc(N2CCN(CC2)c2cc(Sc3ccccc3)nc(N)n2)c1C
731,AHEKON,prism,ethyl acetate,OC1C2C3CCC4C(OC(C24)c2ccccc12)C3Br
732,AHEKUT,prism,ethanol,CCCC1=NN=C(N)S1
733,AHELAA,prism,diethyl ether,COc1ccc2c(CCC(Cl)(Cl)C2=O)c1
736,AHELOO,prism,ethanol,C1CC2=C(C1)N1N=C(C=C1N=C2)c1ccccc1
737,AHEMEF,needle,ethanol,CCOC(=O)C1CCC2=C(C1)c1ccccc1N2
741,AHENAC,plate,ethanol,CN(C)c1cc[n+](cc1)C1=C([O-])C(=O)C1=O
745,AHEQIN,prism,diethyl ether,COC(=O)c1ccccc1[Se]C#N
748,AHESAH,block,ethanol,c1ccc(cc1)c1nnc(nc1c1ccccc1)c1cnccn1
753,AHEZUI,plate,hexane,C[Si](C)(C)N12CC3=CC=CO3[Li]31O1C=CC=C1CN13([Li]2N23(CC4=CC=CO4[Li]42O2C=CC=C2CN4([Li]13)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C
754,AHGLPY13,prism,ethanol,OC1C(O)C2COC(O2)C1O
755,AHIBUO,prism,ethanol,Oc1ccccc1C=NC(N=Cc1ccccc1O)c1ccc(cc1)N(=O)=O
756,AHIDOL,block,acetonitrile,CC1=C(C)C(C)(C(=C1C)C)C1=Cc2cc3OC(=Cc3cc2O1)C1(C)C(=C(C)C(=C1C)C)C
759,AHIKIM,plate,ethanol,O=C(N1CCOCC1)C1=NN2C(=N1)N(C1CCCCC1C12CCCCC1)C(=O)C1=CC=CO1
760,AHIKUY,prism,acetone,Cc1nnc(nn1)c1ccccc1
761,AHILEJ,block,ethyl acetate,COC1C(Br)c2ccccc2C2(CC(CBr)OC(=O)N12)C#N
763,AHILIN,block,methanol,CC1(C)NC(=O)N2C=Cc3ccccc3C12Cc1ccccc1
765,AHILUZ,block,ethyl acetate,COC1C(Br)c2ccccc2C2(CC(C)(CBr)OC(=O)N12)C#N
767,AHIMIO,block,ethyl acetate,C=CCC1(CC=C)NC(=O)N2C=Cc3ccccc3C12Cc1ccccc1
768,AHIMOT,needle,ethanol,O=C1C(=C(N2CCCC2)C(=O)c2ccccc12)Sc1ccccc1
769,AHIMOU,block,methanol,C1=CN(C=N1)c1cnc2c(ccc3cc(cnc23)N2C=CN=C2)c1
782,AHOFAE,needle,methanol,CC(C)C(C)C=CC(C)C1C(CC2C3C(O)C(=O)C4CC(O)CCC4(C)C3C(O)CC12C)OC(C)=O
783,AHOLIT,prism,methanol,c1ccc(cc1)[As]1C=Cc2ccccc12
784,AHOPES,prism,acetonitrile,O=C(C=C(c1ccccc1)C(C#Cc1ccccc1)(N1CCOCC1)c1ccccc1)c1ccccc1
787,AHOREU,needle,heptane,CC(N=Cc1cc2CCc3ccc(CCc1cc2)c(O)c3)c1ccccc1
788,AHOREV,block,water,OI(OS(=O)(=O)OI(OI(OS(=O)(=O)OI(O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
790,AHORIZ,block,water,CC(=O)OI(OI(OC(C)=O)c1ccccc1)c1ccccc1
794,AHOWOL,block,ethanol,CCOC(=O)C1(OCCC1(O)C=Cc1ccccc1)c1ccccc1
795,AHOWUR,block,ethanol,CCOC(=O)C1(OC(CC1(C)O)c1ccccc1)c1ccccc1
796,AHUBAH,block,benzene,CC(C)c1cccc(C(C)C)c1N1C=CN(=C1[Mg](N([Si](C)(C)C)[Si](C)(C)C)N([Si](C)(C)C)[Si](C)(C)C)c1c(cccc1C(C)C)C(C)C
797,AHUBOU01,block,methanol,CCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCCC)C(O)=O)c4OCCC)c3OCCC)C(O)=O
800,AHUFOZ,block,tetrahydrofuran,CC1=NN(C(=C1)C)C(=S)SSC(=S)N1N=C(C)C=C1C
801,AHUFUF,block,tetrahydrofuran,S=C(SSC(=S)N1C=CC=N1)N1C=CC=N1
802,AHUGAM,needle,ethanol,CCOC(=O)C(=NNC1=C(O)C(=O)c2ccccc2C1=O)C(=O)c1ccccc1
803,AHUGIT,plate,ethyl acetate,CC(C)C1COC2N1C(=O)c1ccccc1c1ccccc21
809,AHUMAR,plate,ethanol,CN(C)c1nc(N)nc(Cl)c1c1ccccc1
810,AHUMEV,prism,ethanol,Nc1nc(Cl)cc(NCc2ccccc2)n1
811,AHUMIZ,plate,ethanol,CC(C)Nc1cc(Cl)nc(N)n1
812,AHUMUL,block,ethanol,Nc1nc(Cl)c(c(Cl)n1)c1ccccc1
813,AHUNAS,block,ethanol,Nc1nc(Cl)c(c2ccccc2)c(n1)N1CCSCC1
815,AHUNUN,plate,methanol,COc1ccc(cc1)C(C#N)=C(C#C[Si](C)(C)C(C)(C)C)c1ccc(OC)cc1
827,AHUXUX,prism,dimethylsulfoxide,CC1=NC(=CN1CC(=O)NCc1ccccc1)N(=O)=O
828,AHUYAE,prism,acetone,ClCC(=O)Nc1c(Cl)cccc1Cl
839,AJAJEC,prism,diethyl ether,O=CC1=CC=C(N1)c1ccccc1
840,AJAJIG,prism,toluene,Cc1cc(C)cc(c1)C1=CC=C(N1)C=O
841,AJAJOM,needle,diethyl ether,FC(F)(F)c1cc(cc(c1)C(F)(F)F)C1=CC=C(N1)C=O
842,AJAKAZ,prism,diethyl ether,Cc1cccc(C)c1C1=CC=C(N1)C=O
843,AJAKED,prism,tetrahydrofuran,COc1ccc(cc1)C1=CC=C(N1)C=O
844,AJAKIG,prism,diethyl ether,CC(C)P(C(C)C)N(Nc1ccccc1)c1ccccc1
847,AJANAB,prism,pentane,CC(C)c1cccc(C(C)C)c1N1C=CN(C1=N)c1c(cccc1C(C)C)C(C)C
849,AJAPOR01,needle,ethanol,NC1=NN=NN1CCN=[N+]=[N-]
851,AJAPUX,block,water,ClCCN1N=NNC1=NN(=O)=O
852,AJAQAE,needle,ethanol,NC1=NN=NN1CCO
853,AJAQOS,needle,water,NC1=NN=NN1CCCl
855,AJAROT,plate,methanol,O=N(=O)N=C1NN=NN1CCN=[N+]=[N-]
863,AJEGIH,needle,acetone,Cc1ccc(cc1)C1(O)c2ccccc2C=Cc2ccccc12
867,AJEJAB,plate,methanol,COC(=O)C1(C)CC2(C)C(O)C1(C)C(=C2c1ccccc1)c1ccccc1
869,AJEJUU,prism,methanol,CN(C(=O)c1ccccc1)C1(C)C(c2ccccc2)C2=C(CC(C)(C)CC2=O)OC1=O
871,AJESAK,prism,ethanol,CC1=NOC(=O)C1=Cc1ccccc1O
875,AJETAL,block,methanol,Cc1ccc(cc1)S(=O)(=O)N1C=Cc2c(Cl)ccnc12
876,AJETIT,prism,ethanol,CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccccc3c1C2c1ccccc1
878,AJEVAN,block,ethanol,NN=Cc1ccccc1O
880,AJEVOB,block,acetonitrile,CS(=O)(=O)c1ccc(C=O)cc1
881,AJEVUH,block,acetone,COc1cc(cc(OC)c1O)C(C)=O
883,AJEWOC,block,methanol,Oc1ccccc1OCc1ccncc1
884,AJEWUI,block,ethyl acetate,NC(=O)c1cccc(Br)n1
886,AJEXAP,block,ethanol,N#CC(C#N)=C(C=Cc1ccccc1)c1ccccc1
887,AJEXET,needle,methanol,CCCN(C1CCCCC1)S(=O)(=O)c1ccccc1
888,AJEXOD,block,ethanol,CC(N=Cc1cc(Br)cc(Br)c1O)c1ccccc1
889,AJEXUJ,prism,methanol,CC1CCC(C(C)C)C(C1)OC(=O)C1OC(CS1)OC(C)=O
890,AJEYOE,plate,ethanol,CC(=Cc1ccc(Br)cc1)N(=O)=O
892,AJEZIZ,block,ethanol,CCOC(=O)C1=C(O)CC(N(C1c1ccccc1)C(=O)C(C)N1CCSCC1)c1ccccc1
894,AJIBAX,prism,ethanol,Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1C
895,AJIBEB,block,acetone,COc1ccc(Cl)cc1C(C)=NN=C(C)c1cc(Cl)ccc1OC
898,AJIGAB,block,acetonitrile,CN(C)c1ns2N=S=Ns(n1)n2
899,AJIGEF,block,acetonitrile,Cc1ccc(cc1)c1ns2N=S=Ns(n1)n2
900,AJIGIJ,block,acetonitrile,Fc1ccc(cc1)c1ns2N=S=Ns(n1)n2
901,AJIGUV,block,acetonitrile,Fc1cccc(F)c1c1ns2N=S=Ns(n1)n2
902,AJIHAC,block,acetonitrile,N#Cc1ccc(cc1)c1ns2N=S=Ns(n1)n2
903,AJIKIN,prism,ethanol,CCOC(NCCNC(OCC)=NC(=O)c1ccccc1)=NC(=O)c1ccccc1
905,AJIRUH,block,ethanol,CC(C)(C)C1=NN(c2ccccc2)C(=C1)N=CC1=Cc2ccccc2NC1=O
907,AJITAP,prism,methanol,CCOC(=O)C1=CN(CC)c2ccc(I)cc2C1=O
910,AJITOD,prism,ethanol,COc1ccc(C=Nc2ccc(Cl)cc2)c(O)c1
911,AJITUJ,prism,ethanol,COc1ccc(C=Nc2ccccc2Cl)c(O)c1
913,AJIWOF01,block,ethanol,COc1ccc(cc1)C1C2=C(OC(=C1C#N)N)c1ccccc1CC2
914,AJIWUL,block,ethanol,O=N(=O)c1cccc(c1)S(=O)(=O)Oc1ccccc1
916,AJIXEW,plate,methanol,COC(=O)C1=CC(=O)CCCC(=C1C(=O)OC)N1CCCC1
919,AJIYAT,block,benzene,CC1(C)N([O])C(=N([O])C1(C)C)c1ccncc1
920,AJIYEX,needle,ethyl acetate,COC(=O)c1ccc(O)c2C(=O)OC(C)Cc12
921,AJIYIB,needle,ethyl acetate,COc1c(C)cc(C)c2COC(=O)c12
922,AJIYOH,prism,ethanol,Clc1ccc(cc1)C(=O)NC(=S)N1CCCC1
926,AJOMOC,prism,ethyl acetate,CC(C)(C)C(Sc1ccccc1)=CP(c1ccccc1)c1ccccc1
930,AJOQUL01,block,water,OCN1N=Nc2ccccc12
931,AJOROI,prism,pentane,CC(C)(C)P(=Nc1ccccn1)(C#N)C(C)(C)C
935,AJOTOI,prism,hexane,CC1=C2C(COCCCCOC2=O)C(O1)(c1ccccc1)c1ccccc1
938,AJOYEF,plate,hexane,CC1=C(Oc2ccccc2C1=O)C(F)(F)Cl
939,AJOYIJ,plate,methanol,FC(F)(Cl)C1=C(CBr)C(=O)c2ccccc2O1
942,AJOZEF,plate,ethanol,CC(C)(C)C=CC=C(C(=CC=CC(C)(C)C)C(C)(C)C)C(C)(C)C
944,AJOZOQ,needle,ethanol,CCCCCCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C
945,AJOZUV,prism,ethanol,CC(C)(C)C(CC=C(C(=CC=C(C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C
947,AJUJIZ,block,hexane,CC1=CC(=C(C)S1)C1=C(C2=C(C)SC(=C2)c2ccccc2C#N)C(F)(F)C(F)(F)C1(F)F
948,AJUKOF,block,ethanol,CCOC(=O)NC(=S)Nc1ccccc1
949,AJULAS,block,methanol,Nc1ccc2ccccc2c1c1c(N)ccc2ccccc12
954,AJUNIE,needle,ethanol,CCCCCCCCCCOc1ccc(cc1)C1=NC2(CCCCC2)N([O])C1(C)C
961,AKADOH,block,pentane,COC(C(=O)OC(C=C)C1CCCC1)(c1ccccc1)C(F)(F)F
963,AKAHEZ,prism,ethyl acetate,CCOC(=O)C1=C(C)NC(=O)NC1CC1COC(C)(C)N1C(=O)OC(C)(C)C
966,AKARUB,needle,hexane,CC(C)(C)C(O)(c1cc(cc(c1)c1ccccc1)c1ccccc1)C(C)(C)C
971,AKEDOL,block,ethanol,O=C(c1ccccc1)C1=C(c2ccc3ccccc3c2)C(=C(N1)C1=CNc2ccccc12)C#N
977,AKEKOQ,prism,hexane,CO[Si](C)(c1cccc2cccc([Se]c3ccccc3)c12)[Si](C)(c1ccccc1)c1ccccc1
978,AKEKUW,prism,hexane,CC(C)O[Si]1(C)c2cccc3cccc(c23)C(=C1c1ccccc1)c1ccccc1
979,AKENOV,prism,toluene,CC(C)(C)OC(=O)C1C2C(C(c3ccccc3Br)C31C(=O)N(C(=O)OC(C)(C)C)c1ccccc31)C(=O)N(C(=O)OC(C)(C)C)C2=O
980,AKESAM,block,ethanol,COc1ccc(cc1)C(=O)C=C1C=C(Oc2ccccc12)c1ccc(OC)cc1
983,AKEWAO,prism,ethyl acetate,CC(C)(C)OC(=O)NC1(CC1CO)C(O)=O
984,AKEWUI,prism,ethanol,CC(=O)C(=CNc1cccnc1N)C(C)=O
988,AKILAH,needle,water,OC(=O)CCCN1C(=O)Sc2ccccc12
990,AKINEN,plate,diethyl ether,CC(C)N[Si](NC(C)C)(NC(C)C)NC(C)C
991,AKINIR,prism,acetone,O1C2(c3ccccc3c3ccccc3C31c1ccccc1c1ccccc31)c1ccccc1c1ccccc21
993,AKIXUN,plate,ethanol,CN1N(c2ccccc2)C(=O)C2=C(C)N(C(=C2C1=O)C)c1ccccc1
994,AKIYIC,prism,methanol,COCC(COC)(Cc1ccccc1)Cc1ccccc1
997,AKOCUA,block,ethanol,Cc1c(Br)cc(cc1Br)N(=O)=O
999,AKOHIS,block,diethyl ether,[Se](c1ccccc1)C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15([Se]c1ccccc1)[BH]47%148
1003,AKORUP,plate,methanol,CC1=CC(=O)C(=NN1c1ccc(Br)cc1)C(O)=O
1006,AKOSUO,prism,acetone,O=C1N(C2CCCCC2)C(=O)C(=C1c1ccccc1)c1ccccc1
1008,AKOZAD,needle,ethanol,Cc1ccc(SC(=O)C2=Nc3ccccc3S2)cc1
1009,AKOZEH,block,ethanol,Clc1ccccc1CSC(=O)C1=Nc2ccccc2S1
1010,AKOZUX,block,ethyl acetate,Cc1cccc(c1)C1CC(=O)CC2(N1S(=O)(=O)c1ccc(C)cc21)C(F)(F)F
1012,AKUMEY,block,ethanol,CC1(C)C2CCC1(C)C1OC3C(C4CCC3(C)C4(C)C)P(C21)c1ccccc1
1013,AKUPUR,prism,hexane,CC(C)c1ccccc1N1C(C)C(C)(C)C(C)N1c1ccccc1C(C)C
1015,AKUROP,plate,ethyl acetate,CC1(C)CC2C(C(=O)CCN2C(=O)C1)c1ccc(Cl)cc1
1016,AKURUV,block,ethyl acetate,Brc1ccc(cc1)C1C2CCC(=O)N2CCC1=O
1017,AKUSEE,block,diethyl ether,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)c1cccc(c1O)c1c(cc(cc1C(C)C)C(C)C)C(C)C
1018,AKUSII,plate,diethyl ether,CC(C)c1cccc(C(C)C)c1c1cccc(c1O)c1c(cccc1C(C)C)C(C)C
1029,ALABOE,prism,hexane,ClC1(Cl)C(=O)N(c2ccccc2)C1(c1ccccc1)C(=O)c1ccccc1
1033,ALAJUS,prism,ethyl acetate,CC(C)(O)C#Cc1ccc2OC(=CC(=O)c2c1)c1ccccc1
1035,ALALIJ,plate,ethyl acetate,O=C1Nc2cc(CCc3ccccc3)ccc2C1=O
1040,ALESEP,prism,hexane,COc1ccc(cc1)C1=CC(=C(C)S1)C1=C(C2=CC(=C(S2)c2ccc(OC)cc2)C)C(F)(F)C(F)(F)C1(F)F
1041,ALESIT,prism,hexane,CC1=CC(=C(C)S1)C1=C(C2=C(C)C=C(S2)c2ccccc2)C(F)(F)C(F)(F)C1(F)F
1042,ALEVES,block,toluene,CC(C(CN(=O)=O)c1ccccc1)C(=O)N1C2CC3CCC2(CS1(=O)=O)C3(C)C
1043,ALEWAP,block,ethyl acetate,O=P(Oc1ccccc1)(Oc1ccccc1)C=P(c1ccccc1)(c1ccccc1)c1ccccc1
1044,ALISUJ,plate,benzene,[H]1B23CC4CC(CC(C4)C2)CC3=C([SiH](c2ccccc2)c2ccccc2)[Si]1(c1ccccc1)c1ccccc1
1045,ALITOE,needle,hexane,CC(NC(=O)C1CC1(C)c1ccccc1)c1ccccc1
1047,ALIYIE,needle,pentane,[H]1[BH]2([H][BH]12[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
1049,ALIYUR,block,methanol,CC1(C)CC(=O)C2=C(C1)N1N(C2c2ccc(F)cc2)C(=O)c2ccccc2C1=O
1057,ALOMUK,block,ethanol,COc1ccc(cc1)C(=O)NN=Cc1cc(Br)cc(OC)c1O
1058,ALONAR,block,methanol,COc1cc(Br)cc(C=NC2=C(C)N(C)N(C2=O)c2ccccc2)c1O
1061,ALOSAV,prism,methanol,O=CNc1ccccc1NC=O
1062,ALOSEA,prism,ethanol,CC1=CC(=NO1)NS(=O)(=O)c1ccc(cc1)N=Cc1cc(Br)ccc1O
1063,ALOSIE,block,ethyl acetate,OCCC1C(O)C=C(CO)C1CO
1065,ALUFIW,plate,methanol,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(CO)C5CCC34C)C2C1(C)O)C(O)=O
1066,ALUFOC,needle,hexane,CC12CCCC1(C)C1(C)CC2C(=C)CC1O
1074,ALUXUA,prism,hexane,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)[Si](C)(C)[Si](C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
1078,AMABAR,plate,acetone,C(N=CC1=CC=CS1)C1=CC=CS1
1096,AMEGII,needle,ethanol,Clc1ccc(cc1)C1=CN(Nc2ccccc2)C(=N1)c1ccccc1
1097,AMENAI,block,ethanol,COc1ccc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)cc1O
1099,AMEPIR,needle,ethanol,CSC1(SC=NN=C2C(C)(C)C(=O)C2(C)C)C(C)(C)C(=O)C1(C)C
1102,AMEROZ,prism,hexane,CCCC(=C=C(C)CN1C=Nc2c(N)ncnc12)P(=O)(OCC)OCC
1103,AMEVAP,block,methanol,NS(=O)(=O)c1cc2c(NC(=NS2(=O)=O)CSCc2ccccc2)cc1Cl
1105,AMEZUN,needle,methanol,CN1c2ccc(OC(C)=O)cc2c2cc3c(ccnc3c3ccc(C)cn3)c(C)c12
1109,AMINAN,block,ethyl acetate,CC1(COC(OC1)c1ccccc1)C(O)=O
1110,AMIRIY03,plate,pentane,CC(C)c1cccc(C(C)C)c1NC(C)=C(C#N)C(C)=Nc1ccccc1
1112,AMMPRA01,block,ethanol,[NH3+]C(C)(C)C(=O)[O-]
1118,AMONOH01,plate,diethyl ether,O=C(c1ccccc1)c1ccc2ccc3c(cc(C(=O)c4ccccc4)c4ccc1c2c34)C(=O)c1ccccc1
1120,AMORIF,block,hexane,CC1=C(C)C(C)(B(Cl)P(c2c(cc(cc2C(C)(C)C)C(C)(C)C)C(C)(C)C)[Si](C)(C)C)C(=C1C)C
1142,ANANAG,needle,methanol,O=C1C2C(CN1OCc1ccccc1)C=CCC2C(=O)N1CCCC1C#N
1143,ANDOON06,plate,ethanol,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2=O
1147,ANIKEP,plate,ethanol,CCCCCCCCCN1C(=O)C(=O)c2cc(Br)ccc12
1149,ANIPOE,block,ethanol,Cc1ccc(cc1)S(=O)(=O)N1C(=O)CC(C=C1c1ccccc1)c1ccc(Br)cc1
1151,ANISAZ06,plate,ethanol,COc1ccc(cc1)C=NN=Cc1ccc(OC)cc1
1153,ANIYEC,plate,methanol,OC(=O)C1=C(C(=O)C=C(O1)c1ccccc1)c1ccccc1
1157,ANTCEN22,prism,ethanol,c1ccc2cc3ccccc3cc2c1
1162,ANUMAZ,block,toluene,Cc1cc(C)c(C(=O)OC2=PSC(=P2)c2c(C)cc(C)cc2C)c(C)c1
1163,ANUQEH,block,tetrahydrofuran,Cc1cc(C)c(c(C)c1)C(=O)OC1=POC(=P1)c1c(C)cc(C)cc1C
1167,ANUYEO,plate,ethyl acetate,CCCCOc1ccc(cc1)C=C(C#N)c1ccc(cc1)C(=Cc1ccc(OCCCC)cc1)C#N
1169,APAJEH,block,methanol,CNC(=S)Nc1ccccc1N
1171,APAJIL,block,ethanol,CC(C)(C)NC(=S)Nc1ccccc1N
1172,APAJIM,block,ethanol,Clc1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1
1173,APAJOR01,block,ethanol,CNC(=S)NCCNC(=S)NC
1174,APAJOS,block,ethanol,Clc1ccc2N(CC=C)C(=O)C(=O)c2c1
1176,APAJUY,block,ethanol,OC(=O)CN1C(=O)C(Sc2ccccc12)=Cc1ccccc1
1177,APAKAE,block,ethanol,CC(C)NC(=S)Nc1ccccc1NC(=S)NC(C)C
1179,APAKEI,block,ethanol,CNC(=S)Nc1cccc(NC(=S)NC)n1
1180,APAKIN01,plate,ethanol,BrCCCCCCN1C(=O)C(=O)c2cc(Br)ccc12
1181,APAKOT,block,ethyl acetate,ClCC(=O)NC1=NC(=CS1)c1ccc(Cl)cc1
1183,APANAH,needle,methanol,O=C(C=Cc1ccncc1)C1C(C(C1c1ccncc1)C(=O)C=Cc1ccncc1)c1ccncc1
1191,APEBIH,block,pentane,CC(C)N1C=[N+](C(C)C)[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
1192,APEBON,plate,pentane,CC(C)(C)N1C=[N+](C(C)(C)C)[B-]1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
1193,APECII,block,pentane,CC(C)N1C=[N+](C(C)C)[B-](C1=NC(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
1207,APEMEO,block,methanol,CC1=C(NC2=NN=NN2C1=O)c1ccccc1
1208,APEMIS,needle,methanol,CC(C)(C)c1cc(C2Nc3cccc4cccc(N2)c34)c(O)c(c1)C(C)(C)C
1209,APEMOY,plate,methanol,Cc1cccc(C2Nc3cccc4cccc(N2)c34)c1O
1210,APENIT,block,methanol,COC(=O)C1CNc2ccccc2N2C=CN=C2C1O
1214,APEPUH,prism,ethanol,C1Cc2cc3nc(SCCOCCOCCOCCOCCSc4nc3cc3CCCc43)c2C1
1218,APESAQ,block,diethyl ether,CCCN1c2cccc3N(CCC)c4cccc5N(CCC)c6cccc1c6C(C#Cc1ccccc1)(c23)c45
