,REFCODE,Habit,Solvent,SMILES
47791,YIQWAX,needle,benzene,Clc1ccc(NC(=O)c2ccccc2N(=O)=O)cc1
47792,YIQWEB,needle,dichloromethane,Clc1cccc(C=NCCN=Cc2cccc(Cl)c2Cl)c1Cl
47793,YIQWED,block,dichloromethane/hexane,Cc1cccc2Sc3cccc(C)c3N(c3ccc(cc3)C(=O)c3ccccc3)c12
47794,YIQWIF,block,methanol,Clc1ccc(Cl)c(n1)C(=O)Nc1ccccc1
47795,YIQWUR,block,ethanol,Cc1ccc(cc1)C1=NOC(=N1)CCl
47796,YIQXUS,needle,acetone,CCOP(=O)(OCC)C(NC1=NN=C(S1)c1ccc(Cl)cc1Cl)c1ccccc1
47797,YIQXUU01,block,dichloromethane,O=C(c1ccccc1)c1ccc(cc1)N1c2ccccc2Sc2ccccc12
47798,YIQYAZ,block,ethanol,ClCC1=NC(=NO1)c1cccnc1
47799,YIQYED,needles,benzene,Clc1cccc(NC(=O)c2ccccc2N(=O)=O)c1
47800,YIQYIH,block,toluene,Oc1ccc(O)c(C=O)c1
47801,YIQYON,irregular chunk,chloroform,COc1ccccc1C(=O)NNC(=S)SCc1ccccc1
47802,YIQZAA,block,methanol,COc1cccc(CN2CCNC2=NN(=O)=O)c1OC
47803,YIQZII,prism,methanol,COc1ccc(C=CC(=O)C2=C(C)C=CS2)cc1
47804,YIQZOO,prism,diethyl ether,CC12CC3CC4CC(CC(C1)C4(C)O2)C3(C)O
47805,YIRBAD,block,acetone,CSc1ccc(CC2=NNC(=S)N2N=Cc2ccc(SC)cc2)cc1
47806,YIRBOR,plate,diethyl ether,Cc1ccc(cc1)N1Cc2cc(C)ccc2N=C1
47807,YIRBUX,block,evaporation of the solution prepared in acetone,COc1cccc(c1)C1NC(c2cccc(OC)c2)c2c(O1)ccc1cc(Br)ccc21
47808,YIRCAE,rod,dichloromethane/methanol,CN1N(C(=O)C(=C1C)NS(=O)(=O)c1ccc(C)cc1)c1ccccc1
47809,YIRCEI,prism,ethanol,CSC(=S)NN=Cc1ccccc1N(=O)=O
47810,YIRCIM,platelet,diethyl ether,OC(C#N)c1ccccc1Br
47811,YIRCOS,block,ethyl acetate,Cc1ccc(cc1)S(=O)(=O)N1CCCC1CI
47812,YIRCUY,block,ethyl acetate,CC1(CS(=O)(=O)c2ccccc2)C2CCC1(C)C1(C2)OCCO1
47813,YIRDAF,block,ethanol,CN1C=CN(CC2OC(C)(C)OC2CN2C=CN(C)C2=S)C1=S
47814,YIRDEJ,plate,ethanol,CCC1C(NC(CC1=O)C1=CC=CO1)C1=CC=CO1
47815,YIRDIN,prism,ethyl acetate,Cc1ccc(cc1)C(=O)C=Cc1cc(Cl)cc(Cl)c1Cl
47816,YIRDOT,prism,ethyl acetate,COc1ccccc1C1=NC(C)(C)CO1
47817,YIRDUZ,prism,ethyl acetate,CCOC(=O)CN1N=C(C=C1C(=O)OCC)c1ccc(OC)cc1
47818,YIRFAH,block,methanol,CC(=NNC(=O)c1cccnc1)c1ccccn1
47819,YIRFEL,prism,ethanol,COc1ccccc1N1C(SC=C1c1ccccc1)=NC(=O)c1ccccc1C
47820,YIRFUB,cubic,toluene,CC1=CC(=O)N(c2ccccc2)c2ccccc12
47821,YIRGAI,prism,methanol,CN1CC(c2ccc(Cl)cc2)C2(COc3ccccc3C12)C#N
47822,YIRGEM,prism,acetone/ethanol,CCOC(=O)C(C#N)=C(S)Nc1ccccc1
47823,YIRGIQ,prism,dichloromethane,CC1=C(NC(=C1C)C(=O)OCc1ccccc1)C#CC1=C(C)C(=C(N1)C(=O)OCc1ccccc1)C
47824,YIRGOW,block,dimethylformamide,O=C1N(C(=O)c2ccccc12)c1ccc(Oc2ccc(cc2)N2C(=O)c3ccccc3C2=O)cc1
47825,YIRGUC,block,acetone,Cc1ccc(cc1)N=C1C=C(C)C(C=C1C)=Nc1ccc(C)cc1
47826,YIRHAJ,plate,methanol,CC12CCC3OC(=O)C45CC(CCC4C43COC(OC1)C24)C(=C)C5=O
47827,YIRHEN,block,chloroform,CCOC(=O)c1cc(c(C)nc1C)C1=NN=C2SC(=NN12)C1=CC=CO1
47828,YIRHOX,prism,ethanol,Cc1ccc(NC(=O)c2ccccc2)cc1
47829,YIRJAL,needle,ethanol,Cc1ccc(NC(=O)CCl)c(C)c1
47830,YIRJEP,block,benzene,BrCCN(CCBr)c1ccccc1
47831,YIRJIT,Prism,ethanol,Cc1ccc(OC(=O)c2ccc(Cl)cc2)cc1
47832,YIRJOZ,plate,acetonitrile,CC(C)(Sc1ccc(cc1)N(=O)=O)C(O)=O
47833,YIRJUF,plate,acetonitrile,CCc1ccc(cc1)N=Cc1cc(Br)ccc1O
47834,YIRKAM,prism,ethanol,C[Si](C)(C=C)c1ccc(C=Cc2ccc(cc2)[Si](C)(C)C=C)cc1
47835,YIRKIU,block,methanol/ethyl acetate,CN1CC(c2cccc3ccccc23)C2(CCCC(=Cc3cccc4ccccc34)C2=O)C21C(=O)c1cccc3cccc2c13
47836,YIRKOA,Block,diethyl ether,Cc1ccc2cccc(O)c2n1
47837,YIRLIV,block,acetone/water,Brc1cccc(c1)C(=O)N=C1NCCO1
47838,YIRMAO,block,toluene,c1ccc(cc1)c1nc2ccc(cc2nc1c1ccccc1)c1ccc2nc(c3ccccc3)c(nc2c1)c1ccccc1
47839,YIRMES,block,dichloromethane/ether,CC(=O)Nc1ccc2c(C)cc(C)nc2n1
47840,YIRMIW,block,ethanol,O=C1NCCSc2ccccc12
47841,YIRMUJ,block,dichloromethane/pentane,CS(=O)(=NC(=O)C(=C=C(c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
47842,YIRNAP,block,acetone/ethyl acetate,COc1cccc(NC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c1
47843,YIRNET,Prism,dichloromethane,O=C(C=Cc1ccccc1)C1=CC=CN1
47844,YIRNIX,block,dichloromethane,CSC(=S)N1N=C(C)C(=NNc2ccccc2)C1=O
47845,YIRPEV,prism,"N,N-dimethylformamide/ethanol",Cc1cccc(C)c1NC(=S)NC(=O)C1=C(Cl)N(N=C1C)c1ccccc1
47846,YIRPIZ,block,ethanol,CCC1=C(C)NC2=C1C(=O)C(=C)CC2
47847,YIRPUL,prism,ethyl acetate,Brc1ccc(cc1)C(=O)N(C1CCCCC1)C(=O)NC1CCCCC1
47848,YIRQEW,block,dimethylformamide,CCN(CC)C1=CC(=O)C(=CNc2cccc(c2)C(O)=O)C=C1
47849,YIRQOG,plate,ethyl acetate,COc1ccc(O)c(c1)C(C)=NN=C(C)c1cc(OC)ccc1O
47850,YIRRAT,prism,ethyl acetate,Clc1cncc(Oc2cc(Oc3cncc(Cl)n3)cc(Oc3cncc(Cl)n3)c2)n1
47851,YIRRIB,prism,chloroform,NC(=O)C(=Nc1ccccc1)c1c(Cl)cccc1Cl
47852,YIRROH,prism,chloroform,OC1=C2C(=O)c3ccccc3C(=C2C(=O)c2ccccc12)O
47853,YIRRUN,Needle,dimethylformamide/water,OCCNc1ccc(cc1)S(=O)(=O)c1ccc(NCCO)cc1
47854,YIRSAU,Needle,chloroform/methanol,CC(C)(C)C(=O)NNC(=O)c1cccc(c1)C(=O)NNC(=O)C(C)(C)C
47855,YIRSIC,Prism,ethanol,Oc1ccccc1NC=C1C=C(C=CC1=O)N(=O)=O
47856,YIRSOI,prism,tetrahydrofuran,FC(F)(F)C1=CC(=O)c2ccccc2N1c1ccccc1
47857,YIRTEZ,prism,ethyl acetate/petroleum ether,COc1cc(OC(C)C)ccc1C(O)=C1C(=O)CN(C(C)C)C1=O
47858,YIRTID,needle,ethyl acetate/petroleum ether,Cc1ccc([NH+]=Nc2c([O-])ccc3ccccc23)cc1
47859,YIRTOJ,block,ethanol,Cc1cc(Br)cc(C)c1I
47860,YIRVEB,block,dichloromethane/ethanol,CC(C)N1C(=O)C2=C(N=C1N1C=CN=C1)c1ccccc1S2
47861,YIRVUR,prism,methanol,CC(C)N1N=C(C=C1c1ccccc1)c1cccc(n1)C1=NN(C(C)C)C(=C1)c1ccccc1
47862,YIRWAY,rectangular prism,acetonitrile,COc1ccc(cc1)S(=O)(=O)N=C1Nc2ccc(C)cc2S1
47863,YIRWOM,plate,methanol,OC(c1ccccc1Cl)P(=O)(c1ccccc1)c1ccccc1
47864,YIRXIH,block,ethyl acetate/petroleum ether,O1C(=NN=C1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccncc1
47865,YISCIP,block,Re-crystallisation from solvent: hexane and ethyl acetate,O=C1SCc2ccc3ccccc3c2C1c1ccccc1
47866,YISCOT,needle,ethanol,ClC(Cl)C(=O)Nc1cc(Cl)ccc1Cl
47867,YISCOV,block,Re-crystallisation from solvent: hexane and ethyl acetate,Cc1ccc(cc1)S(=O)(=O)N1C(=O)CSc2ccccc12
47868,YISDEK,Parallelepiped,acetone/hexane,CC12CC3CC1CC1(C2)C=CC(=O)C(C)(CCC(=O)Nc2c(O)ccc(C(O)=O)c2O)C31
47869,YISDIQ,needle,Vapour deposition,CC1=NC2=NC=NN2C(=C1)C1=CN(Cc2ccc(F)cc2)c2ccc(Cl)cc12
47870,YISDOU,prism,ethyl acetate,COC(C)(C(=O)NC(CO)Cc1ccccc1)c1ccccc1
47871,YISGIQ,plate,ethanol,ClC1=NN(C(=O)C(=C1)N1CCOCC1)c1ccccc1
47872,YISHAJ01,block,ether/hexane,CC1(C)OC2C(CO)OC(=O)C2O1
47873,YISHIT,block,methanol/dichloromethane,Clc1ccc2C(=O)OC3N(c2c1)C(=C(I)c1ccccc31)c1ccccc1
47874,YISHUD01,plate,ethyl acetate,CC1(C)OCC2OC(=O)C(O)C2O1
47875,YISKIX,prism,hexane/diethyl ether,CC(=O)C(Br)CC1(CCCCCCCCCCC1=O)N(=O)=O
47876,YISKOD,prism,isopropanol,O=C1CCCCC1N(=O)=O
47877,YISMAR,prism,ethyl acetate/dichloromethane,CN1N=C(O)C=C1C(F)(F)F
47878,YISMEV,plate,Re-crystallisation from solvent: methanol,CN(C)C=C1C(=O)NN=C1C(F)(F)F
47879,YISQOJ,prism,hexane/diethyl ether,CC1(CCCCC1=O)N(=O)=O
47880,YISROK,prism,Re-crystallisation from solvent: diethyl ether/ hexane,CC1(C)OCC(O1)C1CC(=O)NCCCCN1
47881,YISTEC,Plate,crystallized from Heptane/Acetone,FC1C(F)C(COC(=O)c2ccc(Br)cc2)OC(OC(=O)c2ccc(Br)cc2)C1F
47882,YISTIG,Block,acetone/heptane,CC(=O)OCC1OC(OC(C)=O)C(F)C(F)C1F
47883,YISXEG,plate,Re-crystallisation from solvent: hexane / diethyl ether,CC(=O)NCCCN1CCCC(=O)CCCCCCCCCCC1=O
47884,YISYEF,Columnar,ethyl acetate/n-hexane,COC(=O)C1=CC2(C)CC(CCC2C)C1=O
47885,YISYIJ,Tabular,ethyl acetate/n-hexane,CC1C2CCCCC1(C)C=C(CO)C2O
47886,YISYOP,rod-like,hexanes/ether/methanol,CC(C)C1COC(=O)N1C(=O)C(C)C(O)C(C)=CI
47887,YISYUV,blocky,ethyl acetate/ether/methanol,CC1C2OC(=O)C(C)(C1=O)C2(C)C=C(C)C=O
47888,YISZEG,block,ethanol,CC1(C)OC2CC(=O)C3(C)CCC(=O)C(C)(CC=C)C3C2O1
47889,YITBEJ,prism,methanol/acetone,CC1(CCN2C(=O)c3ccccc3C12O)N(O)Cc1ccccc1
47890,YITBOT,prisms,ether/thf,CN1c2cc(Br)c(Br)cc2N(C)C1=C1N(C)c2cc(Br)c(Br)cc2N1C
47891,YITCAG,plates,ether/thf,COc1cc2N(C)C(N(C)c2cc1OC)=C1N(C)c2cc(OC)c(OC)cc2N1C
47892,YITDIP,Cube,hexane,CCC1=C(CC)[Si]2(C(=C(CC)[Si]1(C2=Nc1c(C)cccc1C)[Si](C)(C(C)(C)C)C(C)(C)C)CC)[Si](C)(C(C)(C)C)C(C)(C)C
47893,YITDUD,prism,Re-crystallisation from solvent: Diethyl ether/ hexane,CC1(C)OCC(O1)C1CC(=O)N2CCCN12
47894,YITJES,block,dichloromethane,CN(CN(C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
47895,YITJIW,block,dichloromethane,CN(CNC(=O)OCC(F)(N(=O)=O)N(=O)=O)N(=O)=O
47896,YITJOC,block,dichloromethane,CN(CNC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
47897,YITLAR,prism,hexane / dichlromethane,CSC1=C(CCCCCCC(=O)N1c1ccccc1)C#N
47898,YITMAS,prism,dichlormethane/diethylether,CC1(C)CCCC2(C)C(CO)C3CCC2C13
47899,YITMEW,prism,Re-crystallisation from solvent: diethyl ether / dichloromethane,CSC1=C(CCCCCCCCCCC(=O)N1c1ccccc1C)C#N
47900,YITNAT,plate,diethyl ether,Cc1cc(C)c(P(c2ccccc2)c2cccc3c2Oc2c(cccc2C3(C)C)P(c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1
47901,YITNOG,block,chloroform/ethanol,CC(C)(C)c1cc(Nc2ccccc2CN=Cc2ccccc2O)c(O)c(c1)C(C)(C)C
47902,YITPOH,block,hexane/dichloromethane,COc1c(C)cnc(CN2C=CC(=N2)c2ccccc2SC)c1C
47903,YITQEX,prisms,ethyl acetate/hexane,CC(=O)N(c1ccccc1)C12c3ccccc3C(c3ccccc13)c1ccccc21
47904,YITSUR,parallelepiped,hexane,COC1(OC)C2C=CC1C1CCC3C(CCC21)C1(Cl)C(=C(Cl)C3(Cl)C1(OC)OC)Cl
47905,YITTAY,prism,hexane,CC(=O)C1C=C(C(=O)C1C(C)(C)C)C(C)(C)C
47906,YITVUV,plate,Re-crystallisation from solvent: dichloromethane/methanol,CCCC12CCCCC31CCCCN3c1ccc(cc21)c1ccc(cc1)C(F)(F)F
47907,YITWAA,prism,dichloromethane/diethyl ether,NC(=O)CCN1C=CC=N1
47908,YITWAC,block,Re-crystallisation from solvent: Petroleum ether,Clc1cc(Cl)c2c(c1)N(CC=C)C1(CCCCC21CC=C)CC=C
47909,YITYUW,prism,dichloromethane/hexane,CC1=CC=C(N1)C1=CC(=OB(F)(F)O1)C1=CC=C(C)N1
47910,YITZAD,prism,dichloromethane/hexane,CCC1=CC=C(N1)C1=CC(=OB(F)(F)O1)C1=CC=C(CC)N1
47911,YITZEH,prism,dichloromethane/hexane,CCCCC1=CC=C(N1)C1=CC(=OB(F)(F)O1)C1=CC=C(CCCC)N1
47912,YITZOR,block,heptane,CC1Cc2c(C)ccc(C)c2C1=C1C(C)Cc2c(C)ccc(C)c12
47913,YIVBEL,plate,dichloromethane/heptane,COC(=O)C1CC=CC2C1C(=O)Oc1cccc(Br)c21
47914,YIVBIP,plate,dichloromethane/heptane,COC(=O)C1CC=CC2C1C(=O)Oc1cccc(c21)[Si](C)(C)C
47915,YIVBOV,needle,ethyl acetate/dichloromethane,COC(=O)C1CC=C2C3C1C(=O)Oc1cccc(OC2=O)c31
47916,YIVBUB,slab,methanol,COP(=O)(OC)C#CC=CC=NNc1ccc(cc1N(=O)=O)N(=O)=O
47917,YIVFAL,platelet,methanol,COC(=O)C1=CC(O)C(O)C(OC2C(O)C(O)C(O)C=C2C(=O)OC)C1Cl
47918,YIVKAP01,tablets,dichloromethane hexane,[O-][S+]1C(=CC=C1c1ccccc1)c1ccccc1
47919,YIVPAV,prism,heptane/chloroform,ClC(Cl)(Cl)C(=O)NP(=O)(NC1CCCC1)NC1CCCC1
47920,YIVPEB,needle,Re-crystallisation from solvent: ethyl acetate/petroleum ether,Cc1ccc(SC2OC(CO)C(OCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)cc1
47921,YIVQAY,needle,Re-crystallisation from solvent,Nc1ccccc1N=Cc1c2ccccc2cc2ccccc12
47922,YIVQEA,plate,chloroform/hexanes,COc1ccc(cc1)C(=Cc1cc(OC)c(cc1OC)C=C(C#N)c1ccc(OC)cc1)C#N
47923,YIVRAX,plate,cyclohexane,O=C1C=CC(C=C1)=C(c1ccccc1)c1ccccc1
47924,YIVREB,needle,acetonitrile,O=C1C(=CC(C=C1c1ccccc1)=C(c1ccccc1)c1ccccc1)c1ccccc1
47925,YIVRIF01,plate,n-hexane,CC(C)(C)C1=CC(C=C(C1=O)C(C)(C)C)=C(c1ccccc1)c1ccccc1
47926,YIVRUR01,needle,sublimation,ClC1=CC(C=C(Cl)C1=O)=C(c1ccccc1)c1ccccc1
47927,YIVWUW,block,ethanol,CC(C)(C)C1=C(C(c2ccccc2)(c2ccccc2)[Si]1(C)C)[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
47928,YIVXIN,prism,Re-crystallisation from solvent: Hexane/ethyl acetate,Cc1cc(C)c(c(C)c1)c1ccnc(c1)c1cccc2ccccc12
47929,YIWGEQ,rectangular,ethanol,CC(C)(C)OC(=O)N1C(COC(c2ccccc2)(c2ccccc2)c2ccccc2)CC(F)C1=O
47930,YIWKIY01,plate,hexane,CC(C)c1cc(C(C)C)c(c(c1)C(C)C)[Si](=S)c1c(cc(cc1C([Si](C)(C)C)[Si](C)(C)C)C([Si](C)(C)C)[Si](C)(C)C)C([Si](C)(C)C)[Si](C)(C)C
47931,YIWLIA,parallelepiped,tetrahydrofuran,Fc1ccc(CCB2OC(c3ccccc3)(c3ccccc3)C(O2)(c2ccccc2)c2ccccc2)cc1
47932,YIWPOL,plate,ethanol,CCOC1(OCC)C2C=CC1C1CCC3C(CCC21)C1(Cl)C(=C(Cl)C3(Cl)C1(Cl)Cl)Cl
47933,YIWQAY,block,ethanol,CCc1cc(CC)cc(c1)C1(OP(OC(C2OC(C)(C)OC12)(c1cc(CC)cc(CC)c1)c1cc(CC)cc(CC)c1)N1CCCCC1)c1cc(CC)cc(CC)c1
47934,YIWQUQ,needle,petroleum ether,Cc1cc(C)c(C=C2C=CC3C4C=CC(C23)C4=Cc2c(C)cc(C)cc2C)c(C)c1
47935,YIWRUU,needle,The material was recrystallised from methanol by slow evaporation,CC(=O)C(=NNc1ccc(cc1O)N(=O)=O)C(=O)c1ccccc1
47936,YIWVIM,needle,Re-crystallisation from solvent: hexane and ethyl acetate,CN(C)c1ccc2N=C(Sc2c1)c1ccccc1
47937,YIWVOS,needle,"Re-crystallisation from solvent: 1st: a mixture of hexane and chloroform, 2nd: benzene",CN(C)c1ccc2N=C(Sc2c1)c1ccc(cc1)C(=O)OCC(NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1
47938,YIWZAG,block,acetone,Oc1ccc(Cl)cc1C=NOCCON=Cc1cc(Cl)ccc1O
47939,YIXBIR,prism,ethanol,CC(C)(C)C(=O)CN1C(=O)C2(OCCO2)c2ccccc12
47940,YIXCUG,prism,Re-crystallisation from solvent: dimethyl sulfoxide/methanol,S=C1NC23CCCCC2(NCCN3)N1
47941,YIXDAN,needle,methanol/methyl t-butyl ether,COc1ccccc1CCC1CCc2cc(ccc2C1)C1CCC(N)(CO)C1
47942,YIXDEP,prism,ethanol,COc1cc(C=NN2C(=NN=C2c2ccc(C)cc2)c2ccccc2)cc(OC)c1OC
47943,YIXDER,blade,methanol,Cc1ccc(cc1)S(=O)(=O)OCC1CCc2cc(ccc2C1)C1CCC2(COC(=O)N2)C1
47944,YIXFEQ,block,acetonitrile,Nc1ccc(CN2CCOc3ccccc3NCc3cccc(CNc4ccccc4OCC2)n3)cc1
47945,YIXGIV,block,acetonitrile,N#CCN1CCOc2ccccc2NCc2cccc(CNc3ccccc3OCC1)n2
47946,YIXKUO,plate,Benzene,O1c2ccccc2OB1(c1ccccc1)n1ccc(C=Cc2ccccc2)cc1
47947,YIXLIB,prism,methanol,COC(=O)C12COc3ccccc3C1N(C)CC2c1ccccc1
47948,YIXMIC,prismatic,methanol,CSC1CCCCCCCCCCC1=NNS(=O)(=O)c1ccc(C)cc1
47949,YIXMOI,chunk,ethanol,CC12OOC(C)(c3ccccc13)c1ccccc21
47950,YIXMOJ,Block,Re-crystallisation from solvent,CCOP(=O)(OCC)C(OCc1ccccc1)C(O)c1ccc(cc1)C(=O)OC
47951,YIXMOK,Prism,benzene,CN(C)C=Nc1c(Br)cc2c3ccccc3C(=O)c3cccc1c23
47952,YIXNEA,prism,ethyl acetate,CC(=O)Oc1cc2ccccc2c2c1Oc1cc3ccccc3cc21
47953,YIXNUQ,prism,dichloromethane / acetone,Clc1ccc(cc1)C(=O)C(=[Se])N1CCOCC1
47954,YIXPIF,needle,dichloromethane/ethanol,CCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(OC(=O)c2ccc(NN=[N+]([O-])c3ccccc3)cc2)cc1
47955,YIXPIG,BLOCK,Re-crystallisation from solvent,COc1ccc(COC2C3OCOC(C3OCC=C)C(OCc3ccc(OC)cc3)C2OC(=O)c2ccccc2)cc1
47956,YIXPUR,block,ethanol,COc1cc(cc(OC)c1OC)C=C1N=C(OC1=O)c1ccccc1
47957,YIXVIM01,prism,freeze-drying,OCC1OC(N2CCC(O)NC2=O)C(F)(F)C1O
47958,YIYDER01,block,ethanol/ ethyl acetate,COC(=O)CON=C1CC(N(C)C(C1C)c1ccccc1)c1ccccc1
47959,YIYGOE,rod,EtOAc/n-hexane,CC(C)(C)OC(=O)NC(C)(C)C(=O)SSC(=O)C(C)(C)NC(=O)OC(C)(C)C
47960,YIYHOE,prism,methanol/water,COC(=O)C(=O)CC(c1ccc(Br)cc1)C1=CNc2ccccc12
47961,YIYKOH,chunk,hexane/ethanol,COc1cc(C(C)C)c(P(c2c(cc(OC)cc2C(C)C)C(C)C)c2c(cc(OC)cc2C(C)C)C(C)C)c(c1)C(C)C
47962,YIYLAU,sheet,ethyl acetate,OCP(=S)(CO)Cc1ccccc1
47963,YIYMAV,prism,ethanol/water,COC(=O)C1=COC=C2C(=CC=C12)C
47964,YIYNUQ,Needle,water,ON=C(C#N)c1c(F)cccc1F
47965,YIYPAY,prism,tetrachloromethane/diethyl ether,ON=C(C#N)c1c(Cl)cccc1Cl
47966,YIYPIG,needle,tetrachloromethane,ON=C(C#N)c1cc(F)ccc1F
47967,YIYROP,block,n-hexane,COC(=O)C1(C)C2CC(CCC2(CCC1=O)[Se]c1ccccc1)C(C)=C
47968,YIYVOS,plate,methanol/dichloromethane,Cc1ccc(cc1)S(=O)(=O)Oc1c(OS(=O)(=O)c2ccc(C)cc2)c2cccnc2c2ncccc12
47969,YIYVUY,prism,hexane/dichloromethane,C(Sc1c(SCc2ccccc2)c2cccnc2c2ncccc12)c1ccccc1
47970,YIYXOW,Block,Vapour deposition,CCN(CC)c1ccc(cc1)C#Cc1ccccc1C1=Nc2ccccc2S1
47971,YIYZOX,capillary like,"'in sutu grown at 190 K, cooled slowly to 100K. (3k/h to 170K, 5K/h to 150K and 15K/h to 100K)'",FC(F)(F)C(F)(F)[Si](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
47972,YIZDAN,prism,ethanol,CC1=C(C=CO1)C1=NNC(=S)N1CC(O)=O
47973,YIZDOB,block,dichloromethane/methanol,NC(=O)C1=NN(COCCO)C(=N1)C#Cc1ccccc1
47974,YIZDUH,plate,dichloromethane/methanol,NC(=O)C1=NN(COCCO)C(=N1)C#Cc1ccc(F)cc1
47975,YIZFET,parallelepiped,diethyl ether/hexane,CCCNC(=O)CCC(C)C1CCC2C3CCC4CC5(CCC4(C)C3CC(OC(C)=O)C12C)OOC1(CCC(C)CC1)OO5
47976,YIZGIY,Cube,ethanol,CCOC1Oc2ccccc2C(=O)C1=NNc1ccc(Cl)cc1
47977,YIZHAR,plate,pentane/ether,CC1Nc2ccccc2CC1(C)CO
47978,YIZHEV,rod,ethanol/toluene,CN=Cc1c2ccccc2c2cc(cc(c3ccc(C)cc3)c2c1c1ccccc1)c1ccccc1
47979,YIZHOH,rhombohedral,Re-crystallisation from solvent: toluene,COC(=O)c1ccc(nc1C1=CC=CS1)c1ccc(C(=O)OC)c(n1)C1=CC=CS1
47980,YIZKOI,cubes,tetrahydrofuran/n-pentane,CC(C)N1C2=CC=CC=CC2=N(C(C)C)[Sr]21(N(C(C)C)C1=CC=CC=CC1=N2C(C)C)(O1CCCC1)O1CCCC1
47981,YIZKUO,plate,tetrahydrofuran,CC(C)N1C2=CC=CC=CC2=N(C(C)C)[Ba]21(N(C(C)C)C1=CC=CC=CC1=N2C(C)C)(O1CCCC1)O1CCCC1
47982,YIZPAZ,Needle,methanol/chloroform,CC1(C)Oc2c(C=C1)c(O)c1C(=O)c3ccc(OS(=O)(=O)c4ccc(Br)cc4)c(OS(=O)(=O)c4ccc(Br)cc4)c3Oc1c2C(C)(C)C=C
47983,YIZPUT,bar,methanol/acetone,CC(=O)Nc1ccc(cc1)N=NNc1ccc(cc1)C(O)=O
47984,YIZQUT,prism,hexane/ether,CC(C)(C)c1cc(c(P=C=C2c3ccccc3c3ccccc23)c(c1)C(C)(C)C)C(C)(C)C
47985,YIZQUU,prism,ethyl acetate,CN1CC2(N(C)CC31C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O
47986,YIZRIJ,Block,ethyl acetate,NNc1ccc2ccc3ccc(nc3c2n1)c1ccccc1
47987,YIZRUV,thin plates,isopropanol,CCCCCCCCCCCCCCCCCCCC(OC(=O)C(C)(OC)c1cccc2ccccc12)C#CCCCCCCCCCCCCCCCC
47988,YIZSOQ,needle,isopropanol,Cc1ccc(cc1)S(=O)(=O)NC(C(O)CC(O)=O)C(O)=O
47989,YIZSUW,block,chloroform,CC(C)(C)OC(=O)NC(C(O)CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1
47990,YIZTOQ,block,chloroform,O1c2ccccc2C#Cc2ccccc2C#Cc2ccccc12
47991,YIZTUZ,block,Re-crystallisation from solvent: methanol,Cc1ccc(cc1)S(=O)(=O)OCC1OC(N=[N+]=[N-])C(O)C(O)C1OC1OC2COC(OC2C(OS(=O)(=O)c2ccc(C)cc2)C1O)c1ccccc1
47992,YIZVIN,block,ethyl acetate/dichloromethane,C=C1COc2cc3ccccc3cc2C(=O)NCCSCCNC(=O)c2cc3ccccc3cc2OC1
47993,YIZVOU,plate,Vapour Deposition,N#Cc1ccc(cc1)C1COCCC(N1)c1ccccc1
47994,YIZXAJ,irregular,Re-crystallisation from solvent: dichloromethane,FB1(F)Oc2ccc(cc2C2=N1c1ccccc1S2)N(=O)=O
47995,YIZYAI,prism,methanol,Cc1ccc(cc1)c1cnc(c(CB2345[BH]678[BH]9%10%11[BH]%12%136[BH]6%149[BH]9%15%16[BH]%172([BH]37%10[CH]%1169%17)[BH]24%15[BH]58%12[CH]%13%14%162)c1)c1ccccn1
47996,YIZYIP,block,chloroform,S1c2ccccc2C#Cc2ccccc2C#Cc2ccccc12
47997,YIZYIQ,prism,methanol,Cc1ccc(cc1)c1nc(C#N)c(cc1CB1234[BH]567[BH]89%10[BH]%11%125[BH]5%138[BH]8%14%15[BH]%161([BH]269[CH]%1058%16)[BH]13%14[BH]47%11[CH]%12%13%151)c1ccccc1
47998,YIZYOW,prism,methanol,Cc1ccc(cc1)c1cc(CB2345[BH]678[BH]9%10%11[BH]%12%136[BH]6%149[BH]9%15%16[BH]%172([BH]37%10[CH]%1169%17)[BH]24%15[BH]58%12[CH]%13%14%162)c(c2ccccc2)c(n1)C#N
47999,YIZZAJ,Block,hexanes,C[P+]1(C(C)(C)C)c23c4(C)c5(C)c6(C)c2(C)[Ca]27893456(N([Si](C)(C)C)[Si](C)(C)C)c3(C)c2(C)c17[c-]8(C)c93C
48000,YIZZIQ,prismatic,dichloromethane,c1ccc(cc1)N(c1ccccc1)c1cccc(c1)N(c1ccccc1)c1ccccc1
48001,YOBBUP,plate,methanol,ClC1CCN(CC1)c1ccc(cc1)N(=O)=O
